airport1,airport2,airport3,min
MSY,ORD,MSN,741.75
MSP,ORD,ATL,741.75
PIT,ORD,ROC,741.75
BNA,ORD,ROC,741.75
BNA,ORD,ROC,741.75
BNA,ORD,ROC,741.75
ROC,ORD,BNA,741.75
ROC,ORD,BNA,741.75
ROC,ORD,BNA,741.75
ROC,ORD,PIT,741.75
MSN,ORD,MSY,741.75
PIT,ORD,ROC,742.5
BNA,ORD,ROC,742.5
BNA,ORD,ROC,742.5
BNA,ORD,ROC,742.5
ROC,ORD,BNA,742.5
ROC,ORD,BNA,742.5
ROC,ORD,BNA,742.5
ROC,ORD,PIT,742.5
CMH,ORD,RIC,743.25
RIC,ORD,CMH,743.25
BNA,ORD,ROC,743.25
ROC,ORD,BNA,743.25
MSY,ORD,MSN,744.0
OMA,ORD,ROC,744.0
ROC,ORD,OMA,744.0
MSN,ORD,MSY,744.0
BNA,ORD,ROC,744.75
ROC,ORD,BNA,744.75
OMA,ORD,ROC,745.5
ROC,ORD,OMA,745.5
OMA,ORD,ROC,746.25
OMA,ORD,ROC,746.25
ROC,ORD,OMA,746.25
ROC,ORD,OMA,746.25
DCA,ORD,MSP,747.0
DCA,ORD,MSP,747.0
MSP,ORD,DCA,747.0
MSP,ORD,DCA,747.0
OKC,DEN,BIL,747.75
BIL,DEN,OKC,747.75
DCA,ORD,MSP,748.5
MSP,ORD,DCA,748.5
BWI,ORD,MSP,749.25
BWI,ORD,MSP,749.25
MSP,ORD,BWI,749.25
MSP,ORD,BWI,749.25
BWI,ORD,MSP,750.75
MSP,ORD,BWI,750.75
BDL,ORD,IND,753.75
IND,ORD,BDL,753.75
SLC,LAX,SMF,759.0
SLC,LAX,SMF,759.0
SMF,LAX,SLC,759.0
SMF,LAX,SLC,759.0
SGF,ORD,ROC,759.0
ROC,ORD,SGF,759.0
SLC,LAX,SMF,759.75
SLC,LAX,SMF,759.75
SLC,LAX,SMF,759.75
SLC,LAX,SMF,759.75
SLC,LAX,SMF,759.75
SMF,LAX,SLC,759.75
SMF,LAX,SLC,759.75
SMF,LAX,SLC,759.75
SMF,LAX,SLC,759.75
SMF,LAX,SLC,759.75
SLC,LAX,SMF,760.5
SLC,LAX,SMF,760.5
SLC,LAX,SMF,760.5
SMF,LAX,SLC,760.5
SMF,LAX,SLC,760.5
SMF,LAX,SLC,760.5
SLC,LAX,SMF,761.25
SLC,LAX,SMF,761.25
SMF,LAX,SLC,761.25
SMF,LAX,SLC,761.25
PSP,SFO,PDX,762.0
PSP,SFO,PDX,762.0
SLC,LAX,SMF,762.0
SLC,LAX,SMF,762.0
MSN,ORD,BOS,762.0
MSN,ORD,BOS,762.0
SMF,LAX,SLC,762.0
SMF,LAX,SLC,762.0
BOS,ORD,MSN,762.0
BOS,ORD,MSN,762.0
FAR,ORD,BNA,762.0
FAR,ORD,PIT,762.0
FAR,ORD,PIT,762.0
PDX,SFO,PSP,762.0
PDX,SFO,PSP,762.0
PIT,ORD,FAR,762.0
PIT,ORD,FAR,762.0
BNA,ORD,FAR,762.0
SLC,LAX,SMF,762.75
SMF,LAX,SLC,762.75
FAR,ORD,BNA,762.75
FAR,ORD,BNA,762.75
FAR,ORD,BNA,762.75
FAR,ORD,BNA,762.75
FAR,ORD,PIT,762.75
FAR,ORD,PIT,762.75
FAR,ORD,PIT,762.75
PIT,ORD,FAR,762.75
PIT,ORD,FAR,762.75
BNA,ORD,FAR,762.75
PIT,ORD,FAR,762.75
BNA,ORD,FAR,762.75
BNA,ORD,FAR,762.75
BNA,ORD,FAR,762.75
SLC,LAX,SMF,763.5
SMF,LAX,SLC,763.5
FAR,ORD,BNA,763.5
FAR,ORD,BNA,763.5
FAR,ORD,BNA,763.5
FAR,ORD,BNA,763.5
FAR,ORD,BNA,763.5
FAR,ORD,BNA,763.5
FAR,ORD,PIT,763.5
FAR,ORD,PIT,763.5
GRR,ORD,MSY,763.5
PIT,ORD,FAR,763.5
BNA,ORD,FAR,763.5
BNA,ORD,FAR,763.5
BNA,ORD,FAR,763.5
PIT,ORD,FAR,763.5
BNA,ORD,FAR,763.5
BNA,ORD,FAR,763.5
BNA,ORD,FAR,763.5
MSY,ORD,GRR,763.5
PSP,SFO,PDX,764.25
MSN,ORD,BOS,764.25
MSN,ORD,BOS,764.25
BOS,ORD,MSN,764.25
BOS,ORD,MSN,764.25
SGF,ORD,ROC,764.25
FAR,ORD,BNA,764.25
FAR,ORD,BNA,764.25
FAR,ORD,BNA,764.25
FAR,ORD,BNA,764.25
FAR,ORD,PIT,764.25
PDX,SFO,PSP,764.25
GRR,ORD,MSY,764.25
PIT,ORD,FAR,764.25
BNA,ORD,FAR,764.25
BNA,ORD,FAR,764.25
BNA,ORD,FAR,764.25
BNA,ORD,FAR,764.25
ROC,ORD,SGF,764.25
MSY,ORD,GRR,764.25
FAR,ORD,BNA,765.0
FAR,ORD,OMA,765.0
GRR,ORD,MSY,765.0
BNA,ORD,FAR,765.0
OMA,ORD,FAR,765.0
MSY,ORD,GRR,765.0
FAR,ORD,BNA,765.75
FAR,ORD,OMA,765.75
GRR,ORD,MSY,765.75
OMA,ORD,FAR,765.75
BNA,ORD,FAR,765.75
MSY,ORD,GRR,765.75
FAR,ORD,BNA,766.5
FAR,ORD,OMA,766.5
GRR,ORD,MSY,766.5
BNA,ORD,FAR,766.5
OMA,ORD,FAR,766.5
MSY,ORD,GRR,766.5
FAR,ORD,OMA,767.25
FAR,ORD,OMA,767.25
FAR,ORD,OMA,767.25
OMA,ORD,FAR,767.25
OMA,ORD,FAR,767.25
OMA,ORD,FAR,767.25
FAR,ORD,OMA,768.0
FAR,ORD,OMA,768.0
OMA,ORD,FAR,768.0
OMA,ORD,FAR,768.0
RIC,ORD,MSP,769.5
RIC,ORD,MSP,769.5
MSP,ORD,RIC,769.5
MSP,ORD,RIC,769.5
CVG,ORD,EWR,770.25
CVG,ORD,EWR,770.25
BZN,DEN,BIL,770.25
EWR,ORD,CVG,770.25
EWR,ORD,CVG,770.25
BIL,DEN,BZN,770.25
CVG,ORD,EWR,771.0
RIC,ORD,MSP,771.0
MSP,ORD,RIC,771.0
EWR,ORD,CVG,771.0
CVG,ORD,EWR,771.75
EWR,ORD,CVG,771.75
ORF,ORD,CVG,773.25
ORF,ORD,CVG,773.25
CVG,ORD,ORF,773.25
CVG,ORD,ORF,773.25
ORF,ORD,CVG,774.0
CVG,ORD,ORF,774.0
ORF,ORD,CVG,774.75
CVG,ORD,ORF,774.75
MSN,ORD,DEN,777.0
DEN,ORD,MSN,777.0
CVG,ORD,EWR,777.75
CVG,ORD,EWR,777.75
MSN,ORD,DEN,777.75
DEN,ORD,MSN,777.75
EWR,ORD,CVG,777.75
EWR,ORD,CVG,777.75
CVG,ORD,EWR,778.5
AUS,IAH,MCO,778.5
MSN,ORD,DEN,778.5
DEN,ORD,MSN,778.5
EWR,ORD,CVG,778.5
MCO,IAH,AUS,778.5
CVG,ORD,EWR,779.25
AUS,IAH,MCO,779.25
MSN,ORD,DEN,779.25
DEN,ORD,MSN,779.25
TUL,IAH,BHM,779.25
EWR,ORD,CVG,779.25
MCO,IAH,AUS,779.25
BHM,IAH,TUL,779.25
MSN,ORD,DEN,780.0
MSN,ORD,DEN,780.0
DEN,ORD,MSN,780.0
DEN,ORD,MSN,780.0
TUL,IAH,BHM,780.0
TUL,IAH,BHM,780.0
TUL,IAH,BHM,780.0
BHM,IAH,TUL,780.0
BHM,IAH,TUL,780.0
BHM,IAH,TUL,780.0
MSN,ORD,DEN,780.75
MSN,ORD,DEN,780.75
DEN,ORD,MSN,780.75
DEN,ORD,MSN,780.75
MSN,ORD,DEN,782.25
DEN,ORD,MSN,782.25
CVG,ORD,LGA,782.25
CVG,ORD,LGA,782.25
LGA,ORD,CVG,782.25
LGA,ORD,CVG,782.25
PIT,ORD,IAD,783.0
PIT,ORD,IAD,783.0
BNA,ORD,IAD,783.0
MSN,ORD,DEN,783.0
DEN,ORD,MSN,783.0
CVG,ORD,LGA,783.0
CVG,ORD,LGA,783.0
CVG,ORD,LGA,783.0
IAD,ORD,BNA,783.0
LGA,ORD,CVG,783.0
LGA,ORD,CVG,783.0
LGA,ORD,CVG,783.0
IAD,ORD,PIT,783.0
IAD,ORD,PIT,783.0
PIT,ORD,IAD,783.75
BNA,ORD,IAD,783.75
BNA,ORD,IAD,783.75
BNA,ORD,IAD,783.75
GRR,ORD,BOS,783.75
GRR,ORD,BOS,783.75
CVG,ORD,LGA,783.75
CVG,ORD,LGA,783.75
IAD,ORD,BNA,783.75
IAD,ORD,BNA,783.75
IAD,ORD,BNA,783.75
LGA,ORD,CVG,783.75
LGA,ORD,CVG,783.75
IAD,ORD,PIT,783.75
BOS,ORD,GRR,783.75
BOS,ORD,GRR,783.75
SAN,SFO,PDX,784.5
SAN,SFO,PDX,784.5
PIT,ORD,IAD,784.5
BNA,ORD,IAD,784.5
BNA,ORD,IAD,784.5
BNA,ORD,IAD,784.5
GRR,ORD,BOS,784.5
GRR,ORD,BOS,784.5
PDX,SFO,SAN,784.5
PDX,SFO,SAN,784.5
CVG,ORD,LGA,784.5
IAD,ORD,BNA,784.5
IAD,ORD,BNA,784.5
IAD,ORD,BNA,784.5
LGA,ORD,CVG,784.5
IAD,ORD,PIT,784.5
BOS,ORD,GRR,784.5
BOS,ORD,GRR,784.5
BNA,ORD,IAD,785.25
GRR,ORD,BOS,785.25
GRR,ORD,BOS,785.25
IAD,ORD,BNA,785.25
SGF,ORD,FAR,785.25
FAR,ORD,SGF,785.25
BOS,ORD,GRR,785.25
BOS,ORD,GRR,785.25
OMA,ORD,IAD,786.0
GRR,ORD,BOS,786.0
GRR,ORD,BOS,786.0
MSN,ORD,DEN,786.0
DEN,ORD,MSN,786.0
IAD,ORD,OMA,786.0
SGF,ORD,FAR,786.0
FAR,ORD,SGF,786.0
BOS,ORD,GRR,786.0
BOS,ORD,GRR,786.0
SAN,SFO,PDX,786.75
BNA,ORD,IAD,786.75
GRR,ORD,BOS,786.75
GRR,ORD,BOS,786.75
PDX,SFO,SAN,786.75
IAD,ORD,BNA,786.75
BOS,ORD,GRR,786.75
BOS,ORD,GRR,786.75
BOS,IAD,ORD,787.5
OMA,ORD,IAD,787.5
ORD,IAD,BOS,787.5
IAD,ORD,OMA,787.5
PIT,ORD,IAD,788.25
PIT,ORD,IAD,788.25
BNA,ORD,IAD,788.25
OMA,ORD,IAD,788.25
OMA,ORD,IAD,788.25
MSN,ORD,DEN,788.25
DEN,ORD,MSN,788.25
IAD,ORD,BNA,788.25
IAD,ORD,PIT,788.25
IAD,ORD,PIT,788.25
IAD,ORD,OMA,788.25
IAD,ORD,OMA,788.25
PIT,ORD,IAD,789.0
BNA,ORD,IAD,789.0
BNA,ORD,IAD,789.0
BNA,ORD,IAD,789.0
IAD,ORD,BNA,789.0
IAD,ORD,BNA,789.0
IAD,ORD,BNA,789.0
IAD,ORD,PIT,789.0
PIT,ORD,IAD,789.75
BNA,ORD,IAD,789.75
BNA,ORD,IAD,789.75
BNA,ORD,IAD,789.75
PIT,ORD,IAD,789.75
PIT,ORD,IAD,789.75
BNA,ORD,IAD,789.75
IAD,ORD,BNA,789.75
IAD,ORD,BNA,789.75
IAD,ORD,BNA,789.75
IAD,ORD,BNA,789.75
IAD,ORD,PIT,789.75
IAD,ORD,PIT,789.75
IAD,ORD,PIT,789.75
BNA,ORD,IAD,790.5
PIT,ORD,IAD,790.5
BNA,ORD,IAD,790.5
BNA,ORD,IAD,790.5
BNA,ORD,IAD,790.5
CVG,ORD,LGA,790.5
CVG,ORD,LGA,790.5
IAD,ORD,BNA,790.5
IAD,ORD,BNA,790.5
IAD,ORD,BNA,790.5
IAD,ORD,BNA,790.5
LGA,ORD,CVG,790.5
LGA,ORD,CVG,790.5
IAD,ORD,PIT,790.5
BOS,IAD,ORD,791.25
OMA,ORD,IAD,791.25
PIT,ORD,IAD,791.25
BNA,ORD,IAD,791.25
BNA,ORD,IAD,791.25
BNA,ORD,IAD,791.25
ORD,IAD,BOS,791.25
CVG,ORD,LGA,791.25
IAD,ORD,BNA,791.25
IAD,ORD,BNA,791.25
IAD,ORD,BNA,791.25
LGA,ORD,CVG,791.25
IAD,ORD,PIT,791.25
IAD,ORD,OMA,791.25
BNA,ORD,IAD,792.0
BNA,ORD,IAD,792.0
CVG,ORD,LGA,792.0
IAD,ORD,BNA,792.0
IAD,ORD,BNA,792.0
LGA,ORD,CVG,792.0
BOS,IAD,ORD,792.75
OMA,ORD,IAD,792.75
OMA,ORD,IAD,792.75
ORD,IAD,BOS,792.75
IAD,ORD,OMA,792.75
IAD,ORD,OMA,792.75
OMA,ORD,IAD,793.5
OMA,ORD,IAD,793.5
BNA,ORD,IAD,793.5
IAD,ORD,BNA,793.5
IAD,ORD,OMA,793.5
IAD,ORD,OMA,793.5
BOS,IAD,ORD,794.25
ABQ,LAX,SFO,794.25
OMA,ORD,IAD,794.25
ORD,IAD,BOS,794.25
SFO,LAX,ABQ,794.25
IAD,ORD,OMA,794.25
CMH,ORD,EWR,795.0
ABQ,LAX,SFO,795.0
ABQ,LAX,SFO,795.0
ABQ,LAX,SFO,795.0
OMA,ORD,IAD,795.0
OMA,ORD,IAD,795.0
EWR,ORD,CMH,795.0
SFO,LAX,ABQ,795.0
SFO,LAX,ABQ,795.0
SFO,LAX,ABQ,795.0
IAD,ORD,OMA,795.0
IAD,ORD,OMA,795.0
ABQ,LAX,SFO,795.75
ABQ,LAX,SFO,795.75
PIT,ORD,CLT,795.75
PIT,ORD,CLT,795.75
BNA,ORD,CLT,795.75
CLT,ORD,BNA,795.75
SFO,LAX,ABQ,795.75
SFO,LAX,ABQ,795.75
CLT,ORD,PIT,795.75
CLT,ORD,PIT,795.75
BOS,IAD,ORD,796.5
ABQ,LAX,SFO,796.5
ORD,IAD,BOS,796.5
PIT,ORD,CLT,796.5
BNA,ORD,CLT,796.5
BNA,ORD,CLT,796.5
BNA,ORD,CLT,796.5
CLT,ORD,BNA,796.5
CLT,ORD,BNA,796.5
CLT,ORD,BNA,796.5
SFO,LAX,ABQ,796.5
CLT,ORD,PIT,796.5
CMH,ORD,EWR,797.25
EWR,ORD,CMH,797.25
PIT,ORD,CLT,797.25
BNA,ORD,CLT,797.25
BNA,ORD,CLT,797.25
BNA,ORD,CLT,797.25
CLT,ORD,BNA,797.25
CLT,ORD,BNA,797.25
CLT,ORD,BNA,797.25
CLT,ORD,PIT,797.25
BOS,IAD,ORD,798.0
ORD,IAD,BOS,798.0
ORF,ORD,CMH,798.0
BNA,ORD,CLT,798.0
CLT,ORD,BNA,798.0
CMH,ORD,ORF,798.0
ABQ,LAX,SFO,798.75
ABQ,LAX,SFO,798.75
GRR,ORD,DEN,798.75
OMA,ORD,CLT,798.75
SFO,LAX,ABQ,798.75
SFO,LAX,ABQ,798.75
DAY,MSP,MOT,798.75
CLT,ORD,OMA,798.75
DEN,ORD,GRR,798.75
MOT,MSP,DAY,798.75
MIA,PBI,IAH,799.5
ABQ,LAX,SFO,799.5
MSY,ORD,IND,799.5
GRR,ORD,DEN,799.5
GRR,ORD,DEN,799.5
BNA,ORD,CLT,799.5
CLT,ORD,BNA,799.5
IAH,PBI,MIA,799.5
SFO,LAX,ABQ,799.5
DAY,MSP,MOT,799.5
IND,ORD,MSY,799.5
OKC,DEN,BZN,799.5
BZN,DEN,OKC,799.5
DEN,ORD,GRR,799.5
DEN,ORD,GRR,799.5
MOT,MSP,DAY,799.5
DEN,MSP,ORD,800.25
DEN,MSP,ORD,800.25
GRR,ORD,DEN,800.25
GRR,ORD,DEN,800.25
GRR,ORD,DEN,800.25
ORD,MSP,DEN,800.25
ORD,MSP,DEN,800.25
PIT,ORD,ATL,800.25
PIT,ORD,ATL,800.25
BNA,ORD,ATL,800.25
ORF,ORD,CMH,800.25
OMA,ORD,CLT,800.25
ATL,ORD,BNA,800.25
DAY,MSP,MOT,800.25
ATL,ORD,PIT,800.25
ATL,ORD,PIT,800.25
CMH,ORD,ORF,800.25
CLT,ORD,OMA,800.25
DEN,ORD,GRR,800.25
DEN,ORD,GRR,800.25
DEN,ORD,GRR,800.25
MOT,MSP,DAY,800.25
GRR,ORD,DEN,801.0
GRR,ORD,DEN,801.0
GRR,ORD,DEN,801.0
PIT,ORD,ATL,801.0
BNA,ORD,ATL,801.0
BNA,ORD,ATL,801.0
BNA,ORD,ATL,801.0
OMA,ORD,CLT,801.0
OMA,ORD,CLT,801.0
ATL,ORD,BNA,801.0
ATL,ORD,BNA,801.0
ATL,ORD,BNA,801.0
DAY,MSP,MOT,801.0
DAY,MSP,MOT,801.0
DAY,MSP,MOT,801.0
DAY,MSP,MOT,801.0
DAY,MSP,MOT,801.0
ATL,ORD,PIT,801.0
CLT,ORD,OMA,801.0
CLT,ORD,OMA,801.0
DEN,ORD,GRR,801.0
DEN,ORD,GRR,801.0
DEN,ORD,GRR,801.0
MOT,MSP,DAY,801.0
MOT,MSP,DAY,801.0
MOT,MSP,DAY,801.0
MOT,MSP,DAY,801.0
MOT,MSP,DAY,801.0
DEN,MSP,ORD,801.75
GRR,ORD,DEN,801.75
GRR,ORD,DEN,801.75
GRR,ORD,DEN,801.75
GRR,ORD,DEN,801.75
ORD,MSP,DEN,801.75
PIT,ORD,ATL,801.75
BNA,ORD,ATL,801.75
BNA,ORD,ATL,801.75
BNA,ORD,ATL,801.75
ATL,ORD,BNA,801.75
ATL,ORD,BNA,801.75
ATL,ORD,BNA,801.75
DAY,MSP,MOT,801.75
DAY,MSP,MOT,801.75
DAY,MSP,MOT,801.75
DAY,MSP,MOT,801.75
DAY,MSP,MOT,801.75
ATL,ORD,PIT,801.75
DEN,ORD,GRR,801.75
DEN,ORD,GRR,801.75
DEN,ORD,GRR,801.75
DEN,ORD,GRR,801.75
MOT,MSP,DAY,801.75
MOT,MSP,DAY,801.75
MOT,MSP,DAY,801.75
MOT,MSP,DAY,801.75
MOT,MSP,DAY,801.75
CMH,ORD,EWR,802.5
GRR,ORD,DEN,802.5
GRR,ORD,DEN,802.5
GRR,ORD,DEN,802.5
GRR,ORD,DEN,802.5
BNA,ORD,ATL,802.5
EWR,ORD,CMH,802.5
ATL,ORD,BNA,802.5
DAY,MSP,MOT,802.5
DAY,MSP,MOT,802.5
DAY,MSP,MOT,802.5
DAY,MSP,MOT,802.5
DEN,ORD,GRR,802.5
DEN,ORD,GRR,802.5
DEN,ORD,GRR,802.5
DEN,ORD,GRR,802.5
MOT,MSP,DAY,802.5
MOT,MSP,DAY,802.5
MOT,MSP,DAY,802.5
MOT,MSP,DAY,802.5
ABQ,LAX,SFO,803.25
GRR,ORD,DEN,803.25
GRR,ORD,DEN,803.25
GRR,ORD,DEN,803.25
OMA,ORD,ATL,803.25
SFO,LAX,ABQ,803.25
DAY,MSP,MOT,803.25
DAY,MSP,MOT,803.25
DAY,MSP,MOT,803.25
DAY,MSP,MOT,803.25
DAY,MSP,MOT,803.25
ATL,ORD,OMA,803.25
DEN,ORD,GRR,803.25
DEN,ORD,GRR,803.25
DEN,ORD,GRR,803.25
MOT,MSP,DAY,803.25
MOT,MSP,DAY,803.25
MOT,MSP,DAY,803.25
MOT,MSP,DAY,803.25
MOT,MSP,DAY,803.25
GRR,ORD,DEN,804.0
GRR,ORD,DEN,804.0
BNA,ORD,ATL,804.0
ATL,ORD,BNA,804.0
DAY,MSP,MOT,804.0
DAY,MSP,MOT,804.0
DAY,MSP,MOT,804.0
DAY,MSP,MOT,804.0
DEN,ORD,GRR,804.0
DEN,ORD,GRR,804.0
MOT,MSP,DAY,804.0
MOT,MSP,DAY,804.0
MOT,MSP,DAY,804.0
MOT,MSP,DAY,804.0
CMH,ORD,EWR,804.75
GRR,ORD,DEN,804.75
GRR,ORD,DEN,804.75
OMA,ORD,ATL,804.75
EWR,ORD,CMH,804.75
DAY,MSP,MOT,804.75
ATL,ORD,OMA,804.75
DEN,ORD,GRR,804.75
DEN,ORD,GRR,804.75
MOT,MSP,DAY,804.75
GRR,ORD,DEN,805.5
OMA,ORD,ATL,805.5
OMA,ORD,ATL,805.5
DAY,MSP,MOT,805.5
DAY,MSP,MOT,805.5
DAY,MSP,MOT,805.5
DAY,MSP,MOT,805.5
ATL,ORD,OMA,805.5
ATL,ORD,OMA,805.5
DEN,ORD,GRR,805.5
MOT,MSP,DAY,805.5
MOT,MSP,DAY,805.5
MOT,MSP,DAY,805.5
MOT,MSP,DAY,805.5
SGF,ORD,IAD,806.25
DAY,MSP,MOT,806.25
IAD,ORD,SGF,806.25
MOT,MSP,DAY,806.25
LGA,ORD,CMH,807.0
CMH,ORD,LGA,807.0
PIT,ORD,DCA,807.0
PIT,ORD,DCA,807.0
BNA,ORD,DCA,807.0
DCA,ORD,BNA,807.0
DAY,MSP,MOT,807.0
DAY,MSP,MOT,807.0
DAY,MSP,MOT,807.0
DAY,MSP,MOT,807.0
DCA,ORD,PIT,807.0
DCA,ORD,PIT,807.0
MOT,MSP,DAY,807.0
MOT,MSP,DAY,807.0
MOT,MSP,DAY,807.0
MOT,MSP,DAY,807.0
MSN,ORD,IAH,807.75
GRR,ORD,DEN,807.75
IAH,ORD,MSN,807.75
LGA,ORD,CMH,807.75
CMH,ORD,LGA,807.75
PIT,ORD,DCA,807.75
BNA,ORD,DCA,807.75
BNA,ORD,DCA,807.75
BNA,ORD,DCA,807.75
DCA,ORD,BNA,807.75
DCA,ORD,BNA,807.75
DCA,ORD,BNA,807.75
DCA,ORD,PIT,807.75
DEN,ORD,GRR,807.75
GRR,ORD,DEN,808.5
PIT,ORD,DCA,808.5
BNA,ORD,DCA,808.5
BNA,ORD,DCA,808.5
BNA,ORD,DCA,808.5
DCA,ORD,BNA,808.5
DCA,ORD,BNA,808.5
DCA,ORD,BNA,808.5
DAY,MSP,MOT,808.5
DAY,MSP,MOT,808.5
DAY,MSP,MOT,808.5
DAY,MSP,MOT,808.5
DCA,ORD,PIT,808.5
DEN,ORD,GRR,808.5
MOT,MSP,DAY,808.5
MOT,MSP,DAY,808.5
MOT,MSP,DAY,808.5
MOT,MSP,DAY,808.5
GRR,ORD,DEN,809.25
LGA,ORD,CMH,809.25
CMH,ORD,LGA,809.25
BNA,ORD,DCA,809.25
DCA,ORD,BNA,809.25
BWI,ORD,BNA,809.25
BWI,ORD,PIT,809.25
BWI,ORD,PIT,809.25
PIT,ORD,BWI,809.25
PIT,ORD,BWI,809.25
BNA,ORD,BWI,809.25
DEN,ORD,GRR,809.25
MSN,ORD,IAH,810.0
GRR,ORD,DEN,810.0
IAH,ORD,MSN,810.0
LGA,ORD,CMH,810.0
CMH,ORD,LGA,810.0
OMA,ORD,DCA,810.0
BWI,ORD,BNA,810.0
BWI,ORD,BNA,810.0
BWI,ORD,BNA,810.0
BWI,ORD,PIT,810.0
PIT,ORD,BWI,810.0
BNA,ORD,BWI,810.0
BNA,ORD,BWI,810.0
BNA,ORD,BWI,810.0
DCA,ORD,OMA,810.0
DEN,ORD,GRR,810.0
GRR,ORD,DEN,810.75
BNA,ORD,DCA,810.75
BWI,ORD,BNA,810.75
DCA,ORD,BNA,810.75
BWI,ORD,BNA,810.75
BWI,ORD,BNA,810.75
BWI,ORD,PIT,810.75
PIT,ORD,BWI,810.75
BNA,ORD,BWI,810.75
BNA,ORD,BWI,810.75
BNA,ORD,BWI,810.75
DEN,ORD,GRR,810.75
SGF,ORD,IAD,811.5
OMA,ORD,DCA,811.5
BWI,ORD,BNA,811.5
BNA,ORD,BWI,811.5
DCA,ORD,OMA,811.5
IAD,ORD,SGF,811.5
OMA,ORD,DCA,812.25
OMA,ORD,DCA,812.25
OMA,ORD,BWI,812.25
DCA,ORD,OMA,812.25
DCA,ORD,OMA,812.25
BWI,ORD,OMA,812.25
SGF,ORD,IAD,813.0
BWI,ORD,BNA,813.0
BNA,ORD,BWI,813.0
IAD,ORD,SGF,813.0
OMA,ORD,BWI,813.75
BWI,ORD,OMA,813.75
OMA,ORD,BWI,814.5
OMA,ORD,BWI,814.5
BWI,ORD,OMA,814.5
BWI,ORD,OMA,814.5
MSN,ORD,IAH,815.25
MSN,ORD,IAH,815.25
IAH,ORD,MSN,815.25
IAH,ORD,MSN,815.25
LGA,ORD,CMH,815.25
CMH,ORD,LGA,815.25
MSN,ORD,IAH,817.5
MSN,ORD,IAH,817.5
IAH,ORD,MSN,817.5
IAH,ORD,MSN,817.5
LGA,ORD,CMH,817.5
CMH,ORD,LGA,817.5
MCO,IAH,SAT,818.25
SAT,IAH,MCO,818.25
TUS,LAX,SLC,818.25
TUS,LAX,SLC,818.25
SLC,LAX,TUS,818.25
SLC,LAX,TUS,818.25
MCO,IAH,SAT,819.0
SAT,IAH,MCO,819.0
TUS,LAX,SLC,819.0
TUS,LAX,SLC,819.0
TUS,LAX,SLC,819.0
TUS,LAX,SLC,819.0
SGF,ORD,CLT,819.0
SLC,LAX,TUS,819.0
SLC,LAX,TUS,819.0
SLC,LAX,TUS,819.0
SLC,LAX,TUS,819.0
CLT,ORD,SGF,819.0
BOS,ORD,IND,819.75
BOS,ORD,IND,819.75
IND,ORD,BOS,819.75
IND,ORD,BOS,819.75
BDL,ORD,CVG,819.75
BDL,ORD,CVG,819.75
CVG,ORD,BDL,819.75
CVG,ORD,BDL,819.75
TUS,LAX,SLC,820.5
TUS,LAX,SLC,820.5
BDL,ORD,CVG,820.5
SLC,LAX,TUS,820.5
SLC,LAX,TUS,820.5
CVG,ORD,BDL,820.5
TUS,LAX,SLC,821.25
TUS,LAX,SLC,821.25
TUS,LAX,SLC,821.25
TUS,LAX,SLC,821.25
TUS,LAX,SLC,821.25
TUS,LAX,SLC,821.25
BDL,ORD,CVG,821.25
SLC,LAX,TUS,821.25
SLC,LAX,TUS,821.25
SLC,LAX,TUS,821.25
SLC,LAX,TUS,821.25
SLC,LAX,TUS,821.25
SLC,LAX,TUS,821.25
CVG,ORD,BDL,821.25
ABQ,LAX,SMF,822.75
ABQ,LAX,SMF,822.75
SMF,LAX,ABQ,822.75
SMF,LAX,ABQ,822.75
MSP,ORD,EWR,823.5
MSP,ORD,EWR,823.5
EWR,ORD,MSP,823.5
EWR,ORD,MSP,823.5
ABQ,LAX,SMF,823.5
ABQ,LAX,SMF,823.5
ABQ,LAX,SMF,823.5
ABQ,LAX,SMF,823.5
ABQ,LAX,SMF,823.5
ABQ,LAX,SMF,823.5
ABQ,LAX,SMF,823.5
TUS,LAX,SLC,823.5
TUS,LAX,SLC,823.5
SGF,ORD,ATL,823.5
SMF,LAX,ABQ,823.5
SMF,LAX,ABQ,823.5
SMF,LAX,ABQ,823.5
SMF,LAX,ABQ,823.5
SMF,LAX,ABQ,823.5
SMF,LAX,ABQ,823.5
SMF,LAX,ABQ,823.5
SLC,LAX,TUS,823.5
SLC,LAX,TUS,823.5
ATL,ORD,SGF,823.5
ABQ,LAX,SMF,824.25
ABQ,LAX,SMF,824.25
ABQ,LAX,SMF,824.25
ABQ,LAX,SMF,824.25
ABQ,LAX,SMF,824.25
ABQ,LAX,SMF,824.25
ABQ,LAX,SMF,824.25
ABQ,LAX,SMF,824.25
SMF,LAX,ABQ,824.25
SMF,LAX,ABQ,824.25
SMF,LAX,ABQ,824.25
SMF,LAX,ABQ,824.25
SMF,LAX,ABQ,824.25
SMF,LAX,ABQ,824.25
SMF,LAX,ABQ,824.25
SMF,LAX,ABQ,824.25
MSP,ORD,EWR,825.0
EWR,ORD,MSP,825.0
ABQ,LAX,SMF,825.0
ABQ,LAX,SMF,825.0
ABQ,LAX,SMF,825.0
ABQ,LAX,SMF,825.0
ABQ,LAX,SMF,825.0
ABQ,LAX,SMF,825.0
ABQ,LAX,SMF,825.0
SMF,LAX,ABQ,825.0
SMF,LAX,ABQ,825.0
SMF,LAX,ABQ,825.0
SMF,LAX,ABQ,825.0
